Iteration,Fitness
10,117.30001199538721
20,117.30001199538721
30,117.30001199538721
40,229.39847741223804
50,229.39847741223804
60,390.9238861453458
70,390.9238861453458
80,390.9238861453458
90,390.9238861453458
100,390.9238861453458
110,390.9238861453458
120,390.9238861453458
130,390.9238861453458
140,390.9238861453458
150,390.9238861453458
160,390.9238861453458
170,390.9238861453458
180,396.8840598592014
190,396.8840598592014
200,396.8840598592014
